"IDENTITY_NAME","LAST_PLAN_NAME","CHURNED","HAS_BEEN_ADOPTED","LIFETIME","BILLING_CYCLE_FIXED","APPOINTMENTS_PER_WEEK","PAYMENTS_PER_WEEK","DIRECTORY_TYPE"
Coaching & Consulting,vCita Platinum (Monthly),1,1,970,Monthly,0.397938,101.201,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,1260,Annual,0.062698,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,400,Monthly,0.032500,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Annual),0,1,414,Annual,0.258454,0,Direct
IT & Web,vCita Essentials (Monthly),1,0,1821,Monthly,0.036244,0,Direct
Counseling & Mental Health,vCita Business (Annual),1,0,1711,Annual,0.053185,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,1867,Annual,0.086770,0,Direct
Legal Services,vCita Business (Annual),0,0,366,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,1915,Monthly,0.005744,0,Reseller
Beauty & Personal Care,vCita Essentials (Monthly),1,0,746,Monthly,0.071046,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,773,Annual,0.000000,0,Direct
Healthcare & Medical,vCita Business (Annual),0,0,1109,Annual,0.002705,0,Solution Provider
Coaching & Consulting,vCita Essentials (Annual),1,0,1252,Annual,0.035144,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),0,0,408,Annual,0.017157,0,Direct
Beauty & Personal Care,vCita Business (Monthly),0,1,648,Monthly,0.098765,30.473,Direct
Business Services,vCita Business (Annual),1,0,1651,Annual,0.003028,0,Direct
Legal Services,vCita Essentials (Monthly),1,0,3038,Monthly,0.029296,0,Direct
Government & Non-profit,vCita Essentials (Monthly),1,0,236,Monthly,0.000000,53.39,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,2021,Monthly,0.002969,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Monthly),1,0,702,Monthly,0.014245,0,Direct
IT & Web,vCita Essentials (Annual),1,1,1153,Annual,0.744146,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,1,349,Monthly,0.025788,0,Direct
"Education, Instruction & Tutoring",vCita Business (Monthly),0,1,152,Monthly,0.480263,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,1421,Monthly,0.000000,0,Direct
Business Services,Online Scheduling (Monthly),1,0,373,Monthly,0.029491,0,Solution Provider
Fitness,vCita Business (Annual),0,0,383,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,411,Annual,0.024331,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,1,1361,Monthly,0.146216,0,Reseller
Legal Services,vCita Essentials (Monthly),1,0,2283,Monthly,0.044240,30.952,Reseller
Counseling & Mental Health,vCita Essentials (Annual),1,0,1094,Annual,0.067642,57.07,Direct
Business Services,vCita Online Scheduling (Monthly),0,0,514,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,1,1714,Monthly,0.448658,3.313,Reseller
Real Estate,vCita Lead Generation (Annual),1,0,2135,Annual,0.000000,0,Reseller
Business Services,vCita Business (Annual),1,0,1649,Annual,0.000606,6.947,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,1532,Annual,0.000653,0,Direct
Alternative Medicine,vCita Online Scheduling (Annual),1,1,1887,Annual,0.145734,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,282,Monthly,0.003546,0,Direct
Legal Services,vCita Essentials (Monthly),1,0,2068,Monthly,0.048356,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,2016,Annual,0.000000,0.893,Direct
Fitness,vCita Online Payments (Annual),0,1,1475,Annual,0.000000,7.722,Direct
Business Services,vCita Essentials (Annual),1,0,1738,Annual,0.027618,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,449,Monthly,0.135857,0,Direct
Business Services,vCita Platinum (Monthly),0,1,48,Monthly,0.229167,0,Direct
IT & Web,Essentials (Annual),0,0,477,Annual,0.000000,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,1,476,Monthly,0.451681,0,Direct
Counseling & Mental Health,vCita Essentials (Monthly),0,0,568,Monthly,0.000000,0,Reseller
IT & Web,Essentials (Monthly),1,1,706,Monthly,0.141643,0,Reseller
Coaching & Consulting,vCita Essentials (Monthly),0,0,91,Monthly,0.010989,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,2151,Monthly,0.007903,0,Direct
Fitness,vCita Online Scheduling (Annual),1,1,1887,Annual,0.594065,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,0,2991,Annual,0.005349,0,Direct
Counseling & Mental Health,vCita Online Scheduling (Annual),0,0,587,Annual,0.098807,0,Direct
Government & Non-profit,vCita Business (Annual),0,0,1368,Annual,0.003655,0,Reseller
Health & Wellness,vCita Business (Monthly),1,0,528,Monthly,0.024621,0,Direct
IT & Web,vCita Lead Generation (Monthly),1,1,2029,Monthly,0.000493,0,Direct
IT & Web,vCita Business (Annual),1,0,986,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,1274,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,739,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,0,2165,Annual,0.104850,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,1507,Annual,0.013271,0,Direct
Counseling & Mental Health,vCita Business (Annual),1,1,1413,Annual,0.943383,0,Reseller
Counseling & Mental Health,vCita Essentials (Annual),1,0,1749,Annual,0.000572,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),0,0,257,Monthly,0.007782,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,1041,Annual,0.020173,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,2035,Monthly,0.000000,0,Direct
Fitness,vCita Essentials (Annual),1,0,956,Annual,0.002092,0.628,Direct
Fitness,vCita Essentials (Annual),0,0,379,Annual,0.000000,0,Direct
Healthcare & Medical,vCita Essentials (Annual),1,0,2731,Annual,0.000000,8.33,Direct
Photography & Video,vCita Online Scheduling (Monthly),1,0,491,Monthly,0.020367,1.039,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,1,577,Monthly,0.105719,0.366,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,1110,Annual,0.006306,0.473,Direct
Writing & Language Services,vCita Lead Generation (Annual),0,0,2033,Annual,0.018692,0,Direct
"Education, Instruction & Tutoring", Platinum 10 (Annual),1,0,327,Annual,1.914373,0,Reseller
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,119,Monthly,0.000000,3.151,Direct
Beauty & Personal Care,vCita Business Single (Monthly),1,1,1304,Monthly,1.972393,18.766,Direct
Business Services,Obs. vCita Essentials (Annual),0,0,2034,Annual,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),1,0,1768,Monthly,0.057692,5.855,Direct
Business Services,vCita Essentials (Annual),1,1,130,Annual,0.292308,10,Direct
Business Services,vCita Essentials (Monthly),1,0,1882,Monthly,0.198193,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,1,717,Annual,0.065551,0,Direct
Fitness,vCita Online Scheduling (Annual),0,0,1744,Annual,0.004587,0,Direct
"Home & Garden Work, Cleaning & Repair",Business (Annual),0,0,1215,Annual,0.000000,0,Reseller
Business Services,vCita Business (Monthly),0,0,33,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Monthly),0,0,576,Monthly,0.001736,0,Direct
Business Services,vCita Business (Annual),0,0,755,Annual,0.101987,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1323,Annual,0.099773,0.227,Reseller
Auto Services,Business (Annual),0,0,420,Annual,0.000000,0,Direct
Real Estate,vCita Business (Annual),0,0,380,Annual,0.005263,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,384,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,1,1066,Monthly,0.813321,21.15,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,1445,Annual,0.119031,0,Reseller
Legal Services,vCita Online Scheduling (Monthly),0,0,477,Monthly,0.004193,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,80,Monthly,0.000000,0,Direct
Business Services,vCita Platinum 10 (Monthly),1,1,2093,Monthly,0.701386,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,1,599,Annual,9.929883,0,Direct
Legal Services,vCita Business (Annual),1,0,1401,Annual,1.900071,0,Direct
Auto Services,vCita Essentials (Monthly),1,1,857,Monthly,0.177363,9.075,Reseller
Business Services,vCita Online Scheduling (Annual),0,0,1867,Annual,0.004285,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,1399,Annual,0.024303,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,1420,Annual,0.270423,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum (Annual),1,1,1205,Annual,1.626556,32.946,Direct
Business Services,vCita Essentials (Monthly),0,0,354,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Online Payments (Annual),1,0,1134,Annual,0.000000,3.841,Direct
"Sales, Marketing & Advertising",vCita Lead Generation (Annual),0,0,1875,Annual,0.000533,0,Direct
Beauty & Personal Care,vCita Online Scheduling (Monthly),1,1,1555,Monthly,0.072026,9.217,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,1,1365,Annual,0.924542,0.22,Direct
"Education, Instruction & Tutoring",vCita Platinum 10 (Monthly),1,1,880,Monthly,5.268182,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,1,834,Annual,3.173861,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,1,277,Monthly,1.277978,0.74,Direct
Photography & Video,vCita Online Scheduling (Annual),0,0,1109,Annual,0.000000,0,Direct
Business Services,Obs. vCita Essentials (Annual),0,0,1505,Annual,0.014618,1.987,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,0,382,Annual,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Bi-Annual),0,0,1157,Annual,0.000000,0,Reseller
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,656,Annual,0.045732,0,Direct
Business Services,vCita Platinum Single (Monthly),1,0,528,Monthly,0.367424,0,Direct
Business Services,vCita Business (Annual),0,0,1124,Annual,0.029359,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,744,Annual,0.009409,0.134,Direct
Counseling & Mental Health,vCita Business (Annual),0,0,451,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,1,2316,Annual,0.129102,0.603,Reseller
Coaching & Consulting,vCita Online Scheduling (Monthly),1,0,1523,Monthly,0.016415,0.304,Reseller
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,182,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Annual),0,0,1862,Annual,0.014501,0,Reseller
Financial Services,vCita Essentials (Monthly),1,1,699,Monthly,0.234621,7.207,Direct
Business Services,vCita Business (Annual),1,1,1545,Annual,1.091909,0,Direct
Counseling & Mental Health,vCita Business (Annual),1,1,1152,Annual,0.506076,70.441,Direct
Photography & Video,vCita Platinum (Monthly),1,1,932,Monthly,2.076180,1.297,Direct
Health & Wellness,vCita Essentials (Monthly),0,1,730,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,1613,Annual,0.275883,10.839,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,273,Monthly,0.062271,0,Direct
Business Services,vCita Essentials (Monthly),0,0,525,Monthly,0.003810,0,Direct
Financial Services,vCita Business (Annual),0,1,781,Annual,0.436620,0,Direct
"Sales, Marketing & Advertising",Obs. Essentials (Annual),0,0,1827,Annual,0.000000,0,Reseller
Business Services,vCita Essentials (Monthly),0,0,393,Monthly,0.002545,0,Direct
IT & Web,vCita Business (Monthly),0,0,15,Monthly,0.066667,0,Reseller
Artists & Designers,vCita Online Scheduling (Monthly),0,0,181,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,2283,Annual,0.017521,0,Reseller
Animal Services,vCita Essentials (Monthly),0,0,932,Monthly,0.150215,0,Direct
"Sales, Marketing & Advertising",vCita Online Payments (Annual),1,0,1581,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,1168,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,1402,Annual,0.069187,1.822,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1813,Annual,0.000000,0,Direct
Photography & Video,vCita Business (Annual),1,0,691,Annual,0.002894,0.326,Direct
Business Services,vCita Online Scheduling (Annual),0,0,1484,Annual,0.001348,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,155,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business (Monthly),1,1,754,Monthly,0.039788,2.288,Reseller
Coaching & Consulting,vCita Business (Annual),1,1,1062,Annual,0.685499,132.962,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),0,0,398,Annual,0.457286,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,2017,Monthly,0.133862,0,Direct
Retail ,vCita Platinum (Annual),1,1,1472,Annual,1.029212,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,788,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),0,0,613,Monthly,0.585644,0.485,Direct
Legal Services,vCita Business (Annual),0,0,420,Annual,0.011905,0,Direct
Counseling & Mental Health,Obs. vCita Essentials (Annual),0,0,1470,Annual,0.251701,0.368,Direct
Business Services,Business (Monthly),0,0,357,Monthly,0.000000,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,1286,Monthly,0.055210,0.058,Direct
Business Services,vCita Platinum (Monthly),1,1,1501,Monthly,0.530979,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,1,2553,Annual,0.161379,0.13,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,744,Annual,0.004032,0,Direct
Financial Services,vCita Business (Annual),1,1,2001,Annual,0.266867,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1498,Annual,1.307744,0,Direct
Business Services,vCita Business (Annual),0,1,746,Annual,0.077748,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Monthly),1,0,1413,Monthly,0.000000,0,Direct
Artists & Designers,vCita Essentials (Monthly),0,0,679,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",Business (Annual),0,0,421,Annual,0.004751,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,1673,Annual,0.022116,0,Direct
"Education, Instruction & Tutoring",vCita Platinum 20 (Monthly),1,1,1842,Monthly,4.902823,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,1972,Annual,0.002028,0,Direct
Real Estate,vCita Essentials (Annual),1,0,983,Annual,0.068159,0,Direct
IT & Web,vCita Business (Annual),1,0,1285,Annual,0.178988,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,1,1665,Monthly,1.170571,9.388,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,1,434,Monthly,0.154378,12.961,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1916,Annual,0.003132,0,Direct
Photography & Video,vCita Essentials (Annual),1,0,1093,Annual,0.010979,0,Direct
"Events, Planning & Catering",vCita Business Single (Monthly),1,1,874,Monthly,0.573227,70.692,Direct
Coaching & Consulting,Essentials (Monthly),0,0,181,Monthly,0.093923,0.829,Direct
Business Services,vCita Online Scheduling (Annual),1,0,680,Annual,0.019118,0,Direct
Auto Services,vCita Business (Monthly),0,0,224,Monthly,0.107143,0,Direct
Counseling & Mental Health,vCita Business (Annual),0,1,370,Annual,2.300000,0,Direct
Financial Services,vCita Business (Annual),1,1,429,Annual,0.881119,0,Direct
"Sales, Marketing & Advertising",vCita Platinum 10 (Monthly),0,0,246,Monthly,0.028455,0,Direct
Financial Services,vCita Platinum Single (Annual),1,0,162,Annual,0.580247,0,Direct
Beauty & Personal Care,vCita Business Single (Monthly),1,0,604,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Monthly),1,1,2060,Monthly,0.201942,4.938,Reseller
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,133,Annual,0.120301,0,Direct
"Arts, Music & Entertainment",vCita Essentials (Monthly),1,1,260,Monthly,0.461538,10.962,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,1995,Annual,0.675188,0.097,Direct
Business Services,vCita Essentials (Annual),0,0,745,Annual,0.021477,0.073,Direct
Healthcare & Medical,vCita Business (Annual),1,1,1034,Annual,4.326886,0,Reseller
Real Estate,vCita Online Scheduling (Monthly),1,0,630,Monthly,0.014286,0,Direct
Healthcare & Medical,vCita Business (Annual),1,0,1286,Annual,0.000000,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,1506,Monthly,0.002656,0,Direct
"Sales, Marketing & Advertising",Online Scheduling (Monthly),1,0,1503,Monthly,0.003327,0,White Label
Government & Non-profit,vCita Online Scheduling (Monthly),0,0,33,Monthly,0.000000,0.01,Direct
Real Estate,vCita Platinum (Monthly),0,0,168,Monthly,0.023810,0,Direct
IT & Web,vCita Essentials (Annual),1,0,215,Annual,0.004651,0,Direct
Government & Non-profit,vCita Platinum 10 (Monthly),1,0,589,Monthly,0.008489,0,Direct
Healthcare & Medical,Essentials (Annual),1,1,1007,Annual,1.768620,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,1,726,Monthly,21.263085,0,Direct
Business Services,vCita Business (Monthly),0,0,516,Monthly,0.000000,0,Direct
Alternative Medicine,vCita Essentials (Annual),1,1,798,Annual,0.474937,2.671,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,0,198,Monthly,0.363636,7.139,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,0,862,Annual,0.002320,0,Direct
Legal Services,vCita Platinum (Annual),1,0,1061,Annual,0.219604,0,White Label
Business Services,vCita Online Scheduling (Monthly),1,0,89,Monthly,0.000000,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),1,0,359,Monthly,0.011142,1.156,Direct
Healthcare & Medical,vCita Business (Monthly),1,0,1310,Monthly,0.313740,1.527,Reseller
Coaching & Consulting,vCita Essentials (Annual),0,0,749,Annual,0.101469,0,Direct
Coaching & Consulting,Essentials (Monthly),1,0,186,Monthly,0.000000,0,Solution Provider
Business Services,vCita Essentials (Annual),1,0,159,Annual,0.037736,0.034,Direct
Business Services,vCita Business (Annual),0,0,121,Annual,0.000000,0,Reseller
"Sales, Marketing & Advertising",vCita Business (Monthly),1,0,461,Monthly,0.134490,11.976,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,1951,Monthly,0.000000,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,129,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,0,1378,Annual,0.007983,0,Direct
Health & Wellness,vCita Essentials (Monthly),1,0,232,Monthly,0.004310,0,Direct
Financial Services,vCita Essentials (Annual),1,1,1701,Annual,0.043504,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,1,1149,Annual,0.491732,14.78,Direct
Real Estate,vCita Platinum (Monthly),0,0,306,Monthly,0.022876,0,Direct
